2014-06-24 18:20:00;Dustforce;TheBirdOfPrey;0:42:20;;Midboss, Mapler, Doicm, Calistus;
2014-06-24 19:12:00;Castlevania 64;Cosmo;0:52:15;Character bid war, incentive met for Legacy of Darkness run by PvtCB;;Yokai Dracula Giclee print end
2014-06-24 20:38:00;Castlevania: Symphony of the Night;romscout vs. Dacidbro or MechaRichter vs. zex;0:40:54;All bosses race, Alucard vs. Richter bid war. Alucard race: Romscout: 33:11, Dacidbro: 40:54;;Yokai Dracula Giclee print end
2014-06-24 21:31:00;Touhouvania 2;Krimmydoodle;0:15:41;Hard mode;;
2014-06-24 21:51:00;Bunny Must Die;PinkPajamas;0:27:16;;;BMD perler
2014-06-24 22:25:00;Guacamelee;NiL8r;1:00:28;Incentive for Good Ending;;
2014-06-24 23:36:00;Bastion;Vulajin;0:52:16;All Story Levels;Vulajin;
2014-06-25 0:38:00;Ikachan;lurk;0:13:56;＜コ:彡;NiL8r, ShadowDraft, Aleck47;＜コ:彡 perler
2014-06-25 1:03:00;Eversion;UraniumAnchor;0:17:49;Incentive for All Gems/True Ending;PvtCb, ＜コ:彡, Reed;Eversion perler set
2014-06-25 1:28:00;Bleed;Studio;0:18:10;;ShadowDraft;
2014-06-25 1:55:00;Dust: An Elysian Tail;Vulajin;0:21:24;; MisterOgam, Alventenie;
2014-06-25 2:20:00;Outlast;Saint Connor;0:26:23;Incentive for all chapters;;
2014-06-25 2:50:00;Anodyne;ShadowDraft;0:06:05;;ProfessorBroman;
2014-06-25 3:15:00;Giana Sisters: Twisted Dreams - Rise of the Owlverlord;crate;0:15:50;;;
2014-06-25 3:45:00;Forbidden Forest;danacrysalis;0:05:00;Commodore 64 block. Really? Yes.;Studio, snorlax;
2014-06-25 3:54:00;Monty on the Run;danacrysalis;0:09:57;;Studio, snorlax;
2014-06-25 4:12:00;MadWorld;LazerLong;2:09:14;;Naegleria;Mint condition MadWorld OST
2014-06-25 6:28:00;Ninjabread Man;SCXCR;0:04:43;;;
2014-06-25 6:38:00;Bubsy in Claws Encounters of the Furred Kind;Graviton;0:19:42;;;Sad Bubsy perler
2014-06-25 7:04:00;Zero the Kamikaze Squirrel;Omnigamer;0:13:01;;Feasel, MURPHGATOR!, Mecharichter, PJ;
2014-06-25 7:24:00;El Viento;Spineshark;0:17:25;;;Pair of El Viento perlers
2014-06-25 7:47:00;Tomba 2;CavemanDCJ;1:17:27;;;
2014-06-25 9:13:00;Spyro 2: Ripto's Rage;Jumpyluff, SSBMstuff;0:29:43;14 Talisman race;;
2014-06-25 10:05:00;Billy Hatcher and the Giant Egg;iongravirei;1:13:17;;UnusualCook, AlbinoAlbatross;BIlly Hatcher hat
2014-06-25 11:31:00;Mischief Makers;Jackafur;0:57:39;;;Start for Sin & Punishment
2014-06-25 12:38:00;Guardian Heroes;Reed;0:13:23;End of Treasure block;;End for Sin & Punishment
2014-06-25 13:06:00;Ninja Baseball Batman;Murphagator, Mecha Richter, Klaige and PJ;0:30:40;Buffer period #3. Donation incentive met: Mystery Game! -&gt: Ninja Baseball Batman with Murphagator, Mecha Richter, Klaige and PJ;;
2014-06-25 13:47:00;Double Dragon Advance;Murphagator;0:15:05;;;
2014-06-25 14:07:00;Battletoads & Double Dragon;PJ, MechaRichter;0:27:21;Co-op run;;Splinter Face perler start
2014-06-25 14:50:00;TMNT IV: Turtles in Time;Sinister1, Mike Uyama;0:20:24;Race!;;Splinter Face perler end
2014-06-25 15:16:00;Super Star Wars: Return of the Jedi;Striker;0:30:55;;;
2014-06-25 15:52:00;Super Ghouls 'n Ghosts;PJ;0:50:00;Weapon bid war;Mecharichter, MURPHGATOR!, Studio, Klaige;
2014-06-25 16:51:00;The Lost Vikings;johannhowitzer;0:57:42;1 player, 2 controllers;;The Art of Blizzard art book start
2014-06-25 18:20:00;Warcraft 3: The Frozen Throne (Sentinels Campaign);Studio;1:07:36;;;The Art of Blizzard art book end
2014-06-25 19:37:00;Octodad: Dadliest Catch;Ubergoose;0:18:54;;;
2014-06-25 20:06:00;La-Mulana (version bid war);HiddenDistance or JMan;1:54:34;Bid war between the original game and the remake;;
2014-06-25 22:09:00;Risk of Rain;Studio, LazerLong;0:24:50;Co-op run;ShadowDraft;Giant Bomb shirts and annual membership codes
2014-06-25 22:38:00;Noitu Love 2: Devolution;BlackCatGaming or CavemanDCJ;0:27:35;Bid war, Xoda vs. Almond;Studio;Chance to win PS4 ends now.
2014-06-25 23:17:00;Grand Theft Auto 2;Kubelwagon;0:54:19;;;
2014-06-26 0:18:00;Duke Nukem II;Bonesaw577;0:32:12;;;
2014-06-26 1:00:00;ZZT;Cosmo;0:06:41;;;
2014-06-26 1:13:00;Nitronic Rush;ChocoPoptart, Geoff, Vespher;0:07:51;Hardcore level race after regular game.;;
2014-06-26 1:58:00;Trials Fusion;TheBlazeJp;1:02:40;;TheBoshos, Muzzalol, Zimbobw4y ;Brand new Trials Fusion XBox One game
2014-06-26 3:22:00;SSX3;CloakedYoshi;0:20:29;;;
2014-06-26 4:04:00;Tony Hawk's Pro Skater;guished, Remedy, George;0:09:45;100% race;;
2014-06-26 4:28:00;Tony Hawk's Pro Skater 3;George;0:08:55;All goals and golds;;
2014-06-26 4:46:00;NiGHTS into Dreams...;Miles;0:24:00;Claris vs. Elliot bid war;;
2014-06-26 5:14:00;Mighty Switch Force;Duke Bilgewater;0:20:49;;;Shantae perlers start
2014-06-26 5:53:00;Shantae;Wuqinglong;1:11:32;;johannhowitzer;Shantae perlers end
2014-06-26 7:14:00;Trip World;Wawlconut;0:07:23;;;
2014-06-26 7:29:00;Yoshi's Story;soothingplumtea;0:22:30;All Melons;;
2014-06-26 7:57:00;New Super Mario Bros. U;ewaller;0:41:14;;;
2014-06-26 8:43:00;New Super Luigi U;wexcelsior;0:30:00;;;
2014-06-26 9:20:00;Mario Kart 64;firedragon764;0:40:56;Buffer period #4. Donation Incentive met: Mario Kart 64;;
2014-06-26 10:09:00;Legend of Zelda: Link's Awakening DX;LeonPowalski;1:10:11;Bonus game;;
2014-06-26 11:31:00;Legend of Zelda: Oracle of Seasons;Bananas;2:05:46;;;Oracle pack: boxed copies of Seasons and Ages with special edition comics for each game
2014-06-26 13:46:00;Goldeneye;l34ss l3oost;1:10:28;00 Agent, Hard: incentive for 100;%;
2014-06-26 15:04:00;Doom 64;peaches_;1:05:29;Incentive for Watch Me Die difficulty;;
2014-06-26 16:18:00;Halo: Combat Evolved;Goatrope;1:51:19;Legendary;;
2014-06-26 18:42:00;Legend of Zelda: Skyward Sword;TLoZSR, Testrunner;5:35:12;Post game Glitched Run: 7:15;;Skyward Sword bundle
2014-06-27 0:45:00;Rayman Legends;FearfulFerret, Spikevegeta, Ubergoose;1:39:06;Race! UberGoos: 1:35:39, FearfulFerret: 1:36:00, SpikeVegeta:1:39:06;;
2014-06-27 2:40:00;Dishonored;FearfulFerret, DecidedSloth;0:39:17;Race! Incentive for Knife of Dunwall DLC FearfulFerret: 39:00, DecidedSloth: 39:17. Knife of Dunwall 11:37 (double softlock);;Dishonored GOTY Tarot and Playing Card Decks
2014-06-27 3:37:00;Fallout 3;stonenot;0:25:57;Incentive for a run of Elder Scrolls III: Morrowind AlbinoAlbatross: 5:35;;
2014-06-27 4:21:00;Bible Adventures;Brossentia;0:02:47;David & Goliath scenario;Studio, johannhowitzer;Start for boxed NES with zapper.
2014-06-27 4:29:00;Chip and Dale: Rescue Rangers 2;Sinister1, feasel;0:16:50;1 player 2 controllers by Sinister1;;
2014-06-27 4:59:00;Bubble Bobble;Darkwing Duck, MetaSigma;0:39:38;co-op;;Bub and Bob glass pieces
2014-06-27 5:45:00;Castlevania;kissmyafrocard;0:14:25;;Puwexil, Romscout, Mecharichter;Start for Dracula final form perler, Castlevania III heroes perler set
2014-06-27 6:05:00;Castlevania III: Dracula's Curse;kissmyafrocard;0:30:07;Character bid war: Sypha run;Puwexil, Romscout, Mecharichter;End for Dracula final form perler, Castlevania III heroes perler set
2014-06-27 6:40:00;Ninja Gaiden (pacifist);Sinister1;0:18:30;;Duckfist;
2014-06-27 7:02:00;Ninja Gaiden III: The Ancient Ship of Doom;Crak Atak;0:18:05;;Duckfist;
2014-06-27 7:22:00;Bionic Commando;PJ;0:27:47;Incentive for 100;%;Bionic Commando comic and collector's patch set. End for boxed NES with zapper.
2014-06-27 7:57:00;Metal Wolf Chaos;Murphagator;1:50:53;All cutscenes;;
2014-06-27 10:06:00;Heretic;Cubeface;0:24:31;Hard, Episodes 1-3;Cirno, FearfulFerret;
2014-06-27 10:35:47;Ultimate Doom;Kubelwagon, Dime;0:28:48;Race: Dime 26:44, Kubelwagon 28:48;NiL8r, ShadowDraft, Aleck47;
2014-06-27 11:16:00;Quake;Cubeface;1:17:29;100% Nightmare run;Cirno, FearfulFerret;
2014-06-27 12:47:00;Metroid Prime 1 vs. Metroid Prime 2 bid war;Miles;1:19:54;Bid war between the first two Primes. Prime 2 wins!;;Start for Zero Suit Samus Alpaca plush, Metroid art folio, Samus Arran figure, Metroid mutations poster
2014-06-27 14:33:00;Metroid Fusion;kirbymastah, BioSpark, JaggerG;1:27:37;Race! Incentive for 1% runs. Kirbymastah: 1:23:29, JaggerG: 1:27:36, Biosp4rk: 1:27:37;Dragondarch;
2014-06-27 16:15:00;Metroid Zero Mission;kirbymastah;1:18:50;100% run;Dragondarch, JaggerG;End for Zero Suit Samus Alpaca plush, Metroid art folio, Samus Arran figure, Metroid mutations poster
2014-06-27 17:48:00;Super Mario Bros. 2 (U.S.);cak;0:24:23;Warpless;;Start for Wii U bundle with NSMBU and New Super Luigi U, Mad Catz customized Mario headset
2014-06-27 18:30:00;Super Mario Bros. 3;duckfist;0:55:44;Warpless;;SMB3 perler set
2014-06-27 19:34:00;Super Mario World;Suidt;1:36:49;96 Exit run, incentive for all dragon coins and moons;;
2014-06-27 21:30:00;Super Mario World - No cape 3 way race;Suidt vs. Wawlconut vs. Ribbedkilla;0:33:41;97 Exit run, incentive for all dragon coins and moons;;
2014-06-27 22:16:00;Super Mario Sunshine;Linkfan21, ChrisM, JKB;1:26:04;Race! TheJKB: 1:23:46, 360Chrism: 1:24:44, Linkfan21: 1:26:04;Snarfybobo, FireDragon764;End for Wii U bundle with NSMBU and New Super Luigi U, Mad Catz customized Mario headset
2014-06-27 23:54:00;Super Mario 64;Siglemic;1:48:57;120 Star run;;
2014-06-28 1:42:57;Paper Mario: The Thousand Year Door;Almolicious;5:43:33;;TaylorTotFTW, Headstrong1290 and Iateyourpie;
2014-06-28 7:52:00;Pokemon Puzzle Challenge;unusualcook, Bbforky;0:25:13;Intense Difficulty. Incentive to run Pokemon Snap; ilikebeingsmart ;Start for Pikachu N64 Controller, X/Y Mega Diance print, Pokemon Movie Vinyl Records, signed copy of Kanto Field Guide
2014-06-28 9:00:00;Pokemon Red vs. Pokemon Gold;Shenanagans, MexiricanBassMonkey;0:55:08;Bid war between Gen 1 and Gen 2, incentive for Yellow glitched run. Pokemon Gold wins, Pokemon Yellow Glitched 0:02:37;;End for Pikachu N64 Controller, X/Y Mega Diance print, Pokemon Movie Vinyl Records, signed copy of Kanto Field Guide
2014-06-28 10:15:00;Mega Man Zero 2;Kuribon;0:58:25;;MitoRequium, Branch;Start for SNES bundle with boxed copies of X1 and X2, 3D popout artwork of X1, Vile figure, X2 perler
2014-06-28 11:35:00;Mega Man X;Tiki, CalebHart;0:32:38;Race! Caleb 32:26, Tiki: 32:38;MetaSigma, romscout;
2014-06-28 12:23:00;Mega Man X2;CalebHart, Iateyourpie, Ivan, Trogdor;0:36:51;Race! CalebHart: 35:01 Trogdor: 35:22 Ivan: 35:40 Iateyourpie: 36:51;Tiki, Striker;End for SNES bundle with boxed copies of X1 and X2, 3D popout artwork of X1, Vile figure, X2 perler
2014-06-28 13:11:00;Half-Life;Cubeface;0:37:52;;z1mb0bw4y, Cirno, FearfulFerret;Start for Orange Box signed by Valve staff (including Gabe and Robin), Mad Catz customized Half-Life headset
2014-06-28 13:55:00;Half-Life 2;Gocnak;1:43:47;;z1mb0bw4y, YetiRevolution;
2014-06-28 15:49:00;Portal;Norferzlo, z1mb0bw4y;0:10:37;Race! Z1mb0bw4y: 10:37, Norferzlo: Crashed game.;;Start for Portal X-Stitch Magnets
2014-06-28 16:10:00;Portal 2;Phxntxm;0:45:55;"Solo co-op": one player completes co-op mode;Z1mb0bw4y, Gocnak, and Cirno ;End for Portal X-Stitch Magnets, Orange Box signed by Valve staff (including Gabe and Robin), Mad Catz customized Half-Life headset
2014-06-28 17:07:00;Legend of Zelda: A Link to the Past;Andy, Jadin;1:19:21;Any% no out of bounds. Incentive for Any% no Exploration Glitch run by Jadin. Jadin's run: 37:47 (impossible gap walk!!!!) Andy EG%: 2:43;;Start for 3DS XL bundle with A Link Between Worlds, Zelda Treasure Chest purse, Master Sword perlers, WInd Waker Fado and Makar poster
2014-06-28 19:25:00;Legend of Zelda: A Link Between Worlds;Zandergoth;1:48:11;;;End for 3DS XL bundle with A Link Between Worlds, Zelda Treasure Chest purse, Master Sword perlers, WInd Waker Fado and Makar poster
2014-06-28 21:32:00;Legend of Zelda: Ocarina of Time;Cosmo, Skater;0:21:10;Race! Cosmo 21:10 Skater DNF;;
2014-06-28 22:06:00;Super Metroid;zoast, Ivan;0:56:43;Low% run, incentive for glitched any%. Ivan glitched any%: 17:11;;Zero Suit Samus figure, The Queen Giclee print
2014-06-28 23:35:00;Final Fantasy VI;Essentia, puwexil;7:27:49;Co-op, incentive for 100% Brossentia Sketch Glitch pre run: 21:40;Brossentia, MisterMV;FF6 Fresco by Orioto prints, Kaiser Dragon perler
2014-06-29 7:02:49;Finale;everyone;0:05:00;If we have enough energy to last 5 minutes, it's a miracle;;Grand Prize Bundle: Wii U and 3DS XL with custom SGDQ design
